"N_Protocol" "Status" "Species" "Branch_N" "Length" "N_Thorns" "N_Twigs" "Longest_thorn" "N_browsed_Twigs" "Branch_esc" "FlowerOrFruit" "BDI" "Thorn_density" "BrowRate" "Bite"
65 "Escaped" "Tilia" 5 10 0 2 NA 1 "yes" 0 0.2 0 0.1 1
65 "Escaped" "Tilia" 7 10 0 4 NA 0 "yes" 0 0.4 0 0 0
65 "Escaped" "Tilia" 8 10 0 4 NA 3 "yes" 0 0.4 0 0.3 1
66 "Not escaped" "Tilia" 1 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
66 "Not escaped" "Tilia" 2 10 0 4 NA 2 "no" 0 0.4 0 0.2 1
66 "Not escaped" "Tilia" 3 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
66 "Not escaped" "Tilia" 4 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
66 "Not escaped" "Tilia" 5 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
66 "Not escaped" "Tilia" 6 6.5 0 2 NA 1 "no" 0 0.307692307692308 0 0.153846153846154 1
66 "Not escaped" "Tilia" 7 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
66 "Not escaped" "Tilia" 8 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
67 "Not escaped" "Tilia" 1 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
67 "Not escaped" "Tilia" 2 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
67 "Not escaped" "Tilia" 3 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
67 "Not escaped" "Tilia" 4 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
67 "Not escaped" "Tilia" 5 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
67 "Not escaped" "Tilia" 6 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
67 "Not escaped" "Tilia" 7 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
67 "Not escaped" "Tilia" 8 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
68 "Escaped" "Tilia" 1 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
68 "Escaped" "Tilia" 2 10 0 4 NA 0 "no" 0 0.4 0 0 0
68 "Escaped" "Tilia" 3 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
68 "Escaped" "Tilia" 4 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
68 "Escaped" "Tilia" 5 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
68 "Escaped" "Tilia" 6 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
68 "Escaped" "Tilia" 7 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
68 "Escaped" "Tilia" 8 8 0 2 NA 2 "no" 0 0.25 0 0.25 1
68 "Escaped" "Tilia" 1 10 0 3 NA 0 "yes" 0 0.3 0 0 0
68 "Escaped" "Tilia" 2 10 0 3 NA 0 "yes" 0 0.3 0 0 0
68 "Escaped" "Tilia" 3 10 0 1 NA 1 "yes" 0 0.1 0 0.1 1
68 "Escaped" "Tilia" 4 10 0 4 NA 3 "yes" 0 0.4 0 0.3 1
68 "Escaped" "Tilia" 5 10 0 3 NA 0 "yes" 0 0.3 0 0 0
68 "Escaped" "Tilia" 6 10 0 4 NA 0 "yes" 0 0.4 0 0 0
68 "Escaped" "Tilia" 7 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
68 "Escaped" "Tilia" 8 10 0 1 NA 0 "yes" 0 0.1 0 0 0
69 "Escaped" "Tilia" 1 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
69 "Escaped" "Tilia" 2 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
69 "Escaped" "Tilia" 3 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
69 "Escaped" "Tilia" 4 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
69 "Escaped" "Tilia" 5 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
69 "Escaped" "Tilia" 6 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
69 "Escaped" "Tilia" 7 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
69 "Escaped" "Tilia" 8 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
69 "Escaped" "Tilia" 1 10 0 3 NA 0 "yes" 0 0.3 0 0 0
69 "Escaped" "Tilia" 2 10 0 2 NA 1 "yes" 0 0.2 0 0.1 1
69 "Escaped" "Tilia" 3 10 0 3 NA 0 "yes" 0 0.3 0 0 0
69 "Escaped" "Tilia" 4 10 0 3 NA 0 "yes" 0 0.3 0 0 0
69 "Escaped" "Tilia" 5 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
69 "Escaped" "Tilia" 6 10 0 4 NA 1 "yes" 0 0.4 0 0.1 1
69 "Escaped" "Tilia" 7 10 0 3 NA 0 "yes" 0 0.3 0 0 0
69 "Escaped" "Tilia" 8 10 0 4 NA 1 "yes" 0 0.4 0 0.1 1
70 "Escaped" "Prunus" 1 10 0 7 NA 7 "no" 0 0.7 0 0.7 1
70 "Escaped" "Prunus" 2 10 1 5 0.4 2 "no" 0 0.5 0.1 0.2 1
70 "Escaped" "Prunus" 3 10 1 6 1.6 1 "no" 0 0.6 0.1 0.1 1
70 "Escaped" "Prunus" 4 10 1 4 3 1 "no" 0 0.4 0.1 0.1 1
70 "Escaped" "Prunus" 5 10 1 8 0.5 5 "no" 0 0.8 0.1 0.5 1
70 "Escaped" "Prunus" 6 10 1 5 2.6 2 "no" 0 0.5 0.1 0.2 1
70 "Escaped" "Prunus" 7 10 1 1 1 1 "no" 0 0.1 0.1 0.1 1
70 "Escaped" "Prunus" 8 10 0 6 NA 2 "no" 0 0.6 0 0.2 1
70 "Escaped" "Prunus" 1 10 1 5 2 0 "yes" 0 0.5 0.1 0 0
70 "Escaped" "Prunus" 2 10 3 4 1.1 1 "yes" 0 0.4 0.3 0.1 1
70 "Escaped" "Prunus" 3 10 0 5 NA 1 "yes" 0 0.5 0 0.1 1
70 "Escaped" "Prunus" 4 10 0 5 NA 2 "yes" 0 0.5 0 0.2 1
70 "Escaped" "Prunus" 5 10 1 4 3.6 0 "yes" 0 0.4 0.1 0 0
70 "Escaped" "Prunus" 6 10 2 3 2.5 0 "yes" 0 0.3 0.2 0 0
70 "Escaped" "Prunus" 7 10 0 4 NA 0 "yes" 0 0.4 0 0 0
70 "Escaped" "Prunus" 8 10 1 5 1.8 0 "yes" 0 0.5 0.1 0 0
71 "Escaped" "Prunus" 1 8.5 0 1 NA 1 "no" 0 0.117647058823529 0 0.117647058823529 1
71 "Escaped" "Prunus" 2 10 1 2 1.2 1 "no" 0 0.2 0.1 0.1 1
71 "Escaped" "Prunus" 3 10 1 9 0.7 1 "no" 0 0.9 0.1 0.1 1
71 "Escaped" "Prunus" 4 10 0 4 NA 1 "no" 0 0.4 0 0.1 1
71 "Escaped" "Prunus" 5 10 0 6 NA 2 "no" 0 0.6 0 0.2 1
71 "Escaped" "Prunus" 6 10 2 6 1.4 2 "no" 0 0.6 0.2 0.2 1
71 "Escaped" "Prunus" 7 10 2 6 3.3 3 "no" 0 0.6 0.2 0.3 1
71 "Escaped" "Prunus" 8 10 1 9 0.3 5 "no" 0 0.9 0.1 0.5 1
71 "Escaped" "Prunus" 1 10 0 1 NA 0 "yes" 0 0.1 0 0 0
71 "Escaped" "Prunus" 2 10 1 3 2.3 0 "yes" 0 0.3 0.1 0 0
71 "Escaped" "Prunus" 3 10 0 3 NA 0 "yes" 0 0.3 0 0 0
71 "Escaped" "Prunus" 4 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
71 "Escaped" "Prunus" 5 10 0 2 NA 1 "yes" 0 0.2 0 0.1 1
71 "Escaped" "Prunus" 6 10 0 1 NA 0 "yes" 0 0.1 0 0 0
71 "Escaped" "Prunus" 7 10 0 2 NA 0 "yes" 0 0.2 0 0 0
71 "Escaped" "Prunus" 8 10 0 3 NA 0 "yes" 0 0.3 0 0 0
72 "Escaped" "Malus" 1 10 5 4 1.4 4 "no" 0 0.4 0.5 0.4 1
72 "Escaped" "Malus" 2 10 4 5 1 3 "no" 0 0.5 0.4 0.3 1
72 "Escaped" "Malus" 3 10 1 6 0.7 4 "no" 0 0.6 0.1 0.4 1
72 "Escaped" "Malus" 4 10 4 8 1.2 2 "no" 0 0.8 0.4 0.2 1
72 "Escaped" "Malus" 5 9 1 7 0.4 4 "no" 0 0.777777777777778 0.111111111111111 0.444444444444444 1
72 "Escaped" "Malus" 6 10 2 10 1.1 3 "no" 0 1 0.2 0.3 1
72 "Escaped" "Malus" 7 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
72 "Escaped" "Malus" 8 10 1 6 1.3 2 "no" 0 0.6 0.1 0.2 1
72 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0 0.7 0 0 0
72 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0 0.6 0 0 0
72 "Escaped" "Malus" 3 10 0 5 NA 0 "yes" 0 0.5 0 0 0
72 "Escaped" "Malus" 4 10 0 5 NA 0 "yes" 0 0.5 0 0 0
72 "Escaped" "Malus" 5 10 0 8 NA 1 "yes" 0 0.8 0 0.1 1
72 "Escaped" "Malus" 6 10 0 8 NA 0 "yes" 0 0.8 0 0 0
72 "Escaped" "Malus" 7 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
72 "Escaped" "Malus" 8 10 0 11 NA 1 "yes" 0 1.1 0 0.1 1
73 "Not escaped" "Malus" 1 10 1 10 2.2 4 "no" 0 1 0.1 0.4 1
73 "Not escaped" "Malus" 2 10 4 7 2.2 1 "no" 0 0.7 0.4 0.1 1
73 "Not escaped" "Malus" 3 10 6 17 2.4 6 "no" 0 1.7 0.6 0.6 1
73 "Not escaped" "Malus" 4 9 3 8 1.4 2 "no" 0 0.888888888888889 0.333333333333333 0.222222222222222 1
73 "Not escaped" "Malus" 5 10 3 9 1.4 3 "no" 0 0.9 0.3 0.3 1
73 "Not escaped" "Malus" 6 10 4 19 2 7 "no" 0 1.9 0.4 0.7 1
73 "Not escaped" "Malus" 7 8 3 7 0.9 1 "no" 0 0.875 0.375 0.125 1
73 "Not escaped" "Malus" 8 10 0 6 NA 1 "no" 0 0.6 0 0.1 1
74 "Not escaped" "Malus" 1 10 0 9 NA 4 "no" 0 0.9 0 0.4 1
74 "Not escaped" "Malus" 2 10 10 11 2.1 6 "no" 0 1.1 1 0.6 1
74 "Not escaped" "Malus" 3 9.5 2 5 2.3 3 "no" 0 0.526315789473684 0.210526315789474 0.315789473684211 1
74 "Not escaped" "Malus" 4 10 2 4 1.5 0 "no" 0 0.4 0.2 0 0
74 "Not escaped" "Malus" 5 10 2 10 1 4 "no" 0 1 0.2 0.4 1
74 "Not escaped" "Malus" 6 10 3 8 1 1 "no" 0 0.8 0.3 0.1 1
74 "Not escaped" "Malus" 7 10 0 8 NA 4 "no" 0 0.8 0 0.4 1
74 "Not escaped" "Malus" 8 8.7 7 10 2.1 5 "no" 0 1.14942528735632 0.804597701149425 0.574712643678161 1
75 "Escaped" "Malus" 1 10 3 7 1.1 3 "no" 0 0.7 0.3 0.3 1
75 "Escaped" "Malus" 2 10 1 7 0.8 1 "no" 0 0.7 0.1 0.1 1
75 "Escaped" "Malus" 3 10 6 12 1.4 3 "no" 0 1.2 0.6 0.3 1
75 "Escaped" "Malus" 4 10 5 15 1.4 5 "no" 0 1.5 0.5 0.5 1
75 "Escaped" "Malus" 5 10 5 15 1 3 "no" 0 1.5 0.5 0.3 1
75 "Escaped" "Malus" 6 10 4 14 1 3 "no" 0 1.4 0.4 0.3 1
75 "Escaped" "Malus" 7 10 2 12 0.6 5 "no" 0 1.2 0.2 0.5 1
75 "Escaped" "Malus" 8 9 4 7 0.6 0 "no" 0 0.777777777777778 0.444444444444444 0 0
75 "Escaped" "Malus" 1 10 0 6 NA 0 "yes" 0 0.6 0 0 0
75 "Escaped" "Malus" 2 10 0 7 NA 0 "yes" 0 0.7 0 0 0
75 "Escaped" "Malus" 3 10 0 5 NA 0 "yes" 0 0.5 0 0 0
75 "Escaped" "Malus" 4 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
75 "Escaped" "Malus" 5 10 0 6 NA 0 "yes" 0 0.6 0 0 0
75 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 0 0.7 0 0 0
75 "Escaped" "Malus" 7 10 0 13 NA 0 "yes" 0 1.3 0 0 0
75 "Escaped" "Malus" 8 10 0 6 NA 0 "yes" 0 0.6 0 0 0
76 "Not escaped" "Quercus" 1 10 0 8 NA 6 "no" 0 0.8 0 0.6 1
76 "Not escaped" "Quercus" 2 10 0 2 NA 0 "no" 0 0.2 0 0 0
76 "Not escaped" "Quercus" 3 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
76 "Not escaped" "Quercus" 4 8.8 0 3 NA 2 "no" 0 0.340909090909091 0 0.227272727272727 1
76 "Not escaped" "Quercus" 5 10 0 8 NA 6 "no" 0 0.8 0 0.6 1
76 "Not escaped" "Quercus" 6 10 0 4 NA 1 "no" 0 0.4 0 0.1 1
76 "Not escaped" "Quercus" 7 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
76 "Not escaped" "Quercus" 8 10 0 5 NA 1 "no" 0 0.5 0 0.1 1
77 "Escaped" "Quercus" 1 10 0 2 NA 0 "no" 0 0.2 0 0 0
77 "Escaped" "Quercus" 2 10 0 3 NA 0 "no" 0 0.3 0 0 0
77 "Escaped" "Quercus" 3 10 0 27 NA 14 "no" 0 2.7 0 1.4 1
77 "Escaped" "Quercus" 4 8.5 0 3 NA 1 "no" 0 0.352941176470588 0 0.117647058823529 1
77 "Escaped" "Quercus" 5 8.5 0 3 NA 2 "no" 0 0.352941176470588 0 0.235294117647059 1
77 "Escaped" "Quercus" 6 10 0 15 NA 9 "no" 0 1.5 0 0.9 1
77 "Escaped" "Quercus" 7 10 0 12 NA 5 "no" 0 1.2 0 0.5 1
77 "Escaped" "Quercus" 8 10 0 20 NA 12 "no" 0 2 0 1.2 1
77 "Escaped" "Quercus" 1 10 0 3 NA 0 "yes" 0 0.3 0 0 0
77 "Escaped" "Quercus" 2 10 0 4 NA 2 "yes" 0 0.4 0 0.2 1
77 "Escaped" "Quercus" 3 10 0 3 NA 0 "yes" 0 0.3 0 0 0
77 "Escaped" "Quercus" 4 10 0 4 NA 0 "yes" 0 0.4 0 0 0
77 "Escaped" "Quercus" 5 10 0 1 NA 0 "yes" 0 0.1 0 0 0
77 "Escaped" "Quercus" 6 10 0 3 NA 0 "yes" 0 0.3 0 0 0
77 "Escaped" "Quercus" 7 10 0 3 NA 0 "yes" 0 0.3 0 0 0
77 "Escaped" "Quercus" 8 10 0 1 NA 0 "yes" 0 0.1 0 0 0
78 "Escaped" "Quercus" 1 10 0 4 NA 0 "no" 0 0.4 0 0 0
78 "Escaped" "Quercus" 2 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
78 "Escaped" "Quercus" 3 10 0 6 NA 2 "no" 0 0.6 0 0.2 1
78 "Escaped" "Quercus" 4 10 0 8 NA 2 "no" 0 0.8 0 0.2 1
78 "Escaped" "Quercus" 5 10 0 9 NA 2 "no" 0 0.9 0 0.2 1
78 "Escaped" "Quercus" 6 10 0 8 NA 6 "no" 0 0.8 0 0.6 1
78 "Escaped" "Quercus" 7 10 0 6 NA 1 "no" 0 0.6 0 0.1 1
78 "Escaped" "Quercus" 8 10 0 5 NA 4 "no" 0 0.5 0 0.4 1
78 "Escaped" "Quercus" 1 10 0 4 NA 0 "yes" 0 0.4 0 0 0
78 "Escaped" "Quercus" 2 10 0 5 NA 1 "yes" 0 0.5 0 0.1 1
78 "Escaped" "Quercus" 3 10 0 3 NA 0 "yes" 0 0.3 0 0 0
78 "Escaped" "Quercus" 4 10 0 4 NA 0 "yes" 0 0.4 0 0 0
78 "Escaped" "Quercus" 5 10 0 4 NA 0 "yes" 0 0.4 0 0 0
78 "Escaped" "Quercus" 6 10 0 2 NA 0 "yes" 0 0.2 0 0 0
78 "Escaped" "Quercus" 7 10 0 7 NA 0 "yes" 0 0.7 0 0 0
78 "Escaped" "Quercus" 8 10 0 4 NA 0 "yes" 0 0.4 0 0 0
79 "Escaped" "Quercus" 1 10 0 4 NA 2 "no" 0 0.4 0 0.2 1
79 "Escaped" "Quercus" 2 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
79 "Escaped" "Quercus" 3 10 0 7 NA 4 "no" 0 0.7 0 0.4 1
79 "Escaped" "Quercus" 4 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
79 "Escaped" "Quercus" 7 10 0 10 NA 5 "no" 0 1 0 0.5 1
79 "Escaped" "Quercus" 8 10 0 6 NA 6 "no" 0 0.6 0 0.6 1
79 "Escaped" "Quercus" 1 9 0 1 NA 1 "yes" 0 0.111111111111111 0 0.111111111111111 1
79 "Escaped" "Quercus" 2 10 0 3 NA 0 "yes" 0 0.3 0 0 0
79 "Escaped" "Quercus" 3 10 0 4 NA 0 "yes" 0 0.4 0 0 0
79 "Escaped" "Quercus" 4 10 0 3 NA 0 "yes" 0 0.3 0 0 0
79 "Escaped" "Quercus" 5 10 0 4 NA 0 "yes" 0 0.4 0 0 0
79 "Escaped" "Quercus" 6 10 0 4 NA 0 "yes" 0 0.4 0 0 0
79 "Escaped" "Quercus" 7 10 0 3 NA 0 "yes" 0 0.3 0 0 0
79 "Escaped" "Quercus" 8 10 0 3 NA 0 "yes" 0 0.3 0 0 0
80 "Not escaped" "Quercus" 1 10 0 8 NA 8 "no" 0 0.8 0 0.8 1
80 "Not escaped" "Quercus" 2 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
80 "Not escaped" "Quercus" 3 10 0 4 NA 2 "no" 0 0.4 0 0.2 1
80 "Not escaped" "Quercus" 4 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
80 "Not escaped" "Quercus" 5 7 0 4 NA 3 "no" 0 0.571428571428571 0 0.428571428571429 1
80 "Not escaped" "Quercus" 6 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
80 "Not escaped" "Quercus" 7 10 0 5 NA 1 "no" 0 0.5 0 0.1 1
80 "Not escaped" "Quercus" 8 8 0 3 NA 1 "no" 0 0.375 0 0.125 1
81 "Not escaped" "Quercus" 1 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
81 "Not escaped" "Quercus" 2 8 0 5 NA 3 "no" 0 0.625 0 0.375 1
81 "Not escaped" "Quercus" 3 10 0 7 NA 6 "no" 0 0.7 0 0.6 1
81 "Not escaped" "Quercus" 4 7 0 4 NA 2 "no" 0 0.571428571428571 0 0.285714285714286 1
81 "Not escaped" "Quercus" 5 10 0 7 NA 7 "no" 0 0.7 0 0.7 1
81 "Not escaped" "Quercus" 6 9 0 4 NA 4 "no" 0 0.444444444444444 0 0.444444444444444 1
81 "Not escaped" "Quercus" 7 9 0 4 NA 4 "no" 0 0.444444444444444 0 0.444444444444444 1
81 "Not escaped" "Quercus" 8 7 0 7 NA 5 "no" 0 1 0 0.714285714285714 1
82 "Escaped" "Malus" 1 10 0 8 NA 1 "no" 0 0.8 0 0.1 1
82 "Escaped" "Malus" 2 10 0 9 NA 1 "no" 0 0.9 0 0.1 1
82 "Escaped" "Malus" 3 10 0 9 NA 2 "no" 0 0.9 0 0.2 1
82 "Escaped" "Malus" 4 10 1 12 1 2 "no" 0 1.2 0.1 0.2 1
82 "Escaped" "Malus" 5 10 0 9 NA 1 "no" 0 0.9 0 0.1 1
82 "Escaped" "Malus" 6 10 4 12 3 3 "no" 0 1.2 0.4 0.3 1
82 "Escaped" "Malus" 7 10 5 4 0.4 3 "no" 0 0.4 0.5 0.3 1
82 "Escaped" "Malus" 8 10 3 12 2.2 2 "no" 0 1.2 0.3 0.2 1
82 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0 0.7 0 0 0
82 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0 0.6 0 0 0
82 "Escaped" "Malus" 3 10 0 9 NA 0 "yes" 0 0.9 0 0 0
82 "Escaped" "Malus" 4 10 0 5 NA 0 "yes" 0 0.5 0 0 0
82 "Escaped" "Malus" 5 10 0 7 NA 0 "yes" 0 0.7 0 0 0
82 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0 0.5 0 0 0
82 "Escaped" "Malus" 7 10 0 6 NA 0 "yes" 0 0.6 0 0 0
82 "Escaped" "Malus" 8 10 0 5 NA 0 "yes" 0 0.5 0 0 0
83 "Escaped" "Malus" 1 8 1 5 0.2 1 "no" 0 0.625 0.125 0.125 1
83 "Escaped" "Malus" 2 10 2 6 0.4 2 "no" 0 0.6 0.2 0.2 1
83 "Escaped" "Malus" 3 7 0 5 NA 4 "no" 0 0.714285714285714 0 0.571428571428571 1
83 "Escaped" "Malus" 4 10 3 8 0.6 4 "no" 0 0.8 0.3 0.4 1
83 "Escaped" "Malus" 5 10 1 10 0.2 2 "no" 0 1 0.1 0.2 1
83 "Escaped" "Malus" 6 10 1 3 0.8 2 "no" 0 0.3 0.1 0.2 1
83 "Escaped" "Malus" 7 10 0 9 NA 2 "no" 0 0.9 0 0.2 1
83 "Escaped" "Malus" 8 10 2 5 4.2 1 "no" 0 0.5 0.2 0.1 1
83 "Escaped" "Malus" 1 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
83 "Escaped" "Malus" 2 10 0 5 NA 0 "yes" 0 0.5 0 0 0
83 "Escaped" "Malus" 3 10 0 5 NA 0 "yes" 0 0.5 0 0 0
83 "Escaped" "Malus" 4 10 0 6 NA 0 "yes" 0 0.6 0 0 0
83 "Escaped" "Malus" 5 10 0 7 NA 0 "yes" 0 0.7 0 0 0
83 "Escaped" "Malus" 6 10 0 7 NA 1 "yes" 0 0.7 0 0.1 1
83 "Escaped" "Malus" 7 10 1 5 3.5 0 "yes" 0 0.5 0.1 0 0
83 "Escaped" "Malus" 8 10 0 5 NA 0 "yes" 0 0.5 0 0 0
84 "Not escaped" "Malus" 1 10 3 2 0.6 2 "no" 0 0.2 0.3 0.2 1
84 "Not escaped" "Malus" 2 10 0 12 NA 10 "no" 0 1.2 0 1 1
84 "Not escaped" "Malus" 3 9 0 3 NA 2 "no" 0 0.333333333333333 0 0.222222222222222 1
84 "Not escaped" "Malus" 4 10 0 6 NA 3 "no" 0 0.6 0 0.3 1
84 "Not escaped" "Malus" 5 10 1 6 0.2 3 "no" 0 0.6 0.1 0.3 1
84 "Not escaped" "Malus" 6 10 3 7 0.7 4 "no" 0 0.7 0.3 0.4 1
84 "Not escaped" "Malus" 7 10 0 15 NA 12 "no" 0 1.5 0 1.2 1
84 "Not escaped" "Malus" 8 7.5 0 4 NA 3 "no" 0 0.533333333333333 0 0.4 1
85 "Not escaped" "Malus" 1 10 0 5 NA 2 "no" 0 0.5 0 0.2 1
85 "Not escaped" "Malus" 2 10 0 10 NA 6 "no" 0 1 0 0.6 1
85 "Not escaped" "Malus" 3 10 0 5 NA 3 "no" 0 0.5 0 0.3 1
85 "Not escaped" "Malus" 4 10 0 4 NA 2 "no" 0 0.4 0 0.2 1
85 "Not escaped" "Malus" 5 10 0 8 NA 5 "no" 0 0.8 0 0.5 1
85 "Not escaped" "Malus" 6 10 0 4 NA 3 "no" 0 0.4 0 0.3 1
85 "Not escaped" "Malus" 7 10 1 11 0.8 7 "no" 0 1.1 0.1 0.7 1
85 "Not escaped" "Malus" 8 10 0 8 NA 4 "no" 0 0.8 0 0.4 1
86 "Escaped" "Malus" 1 10 3 16 2.9 6 "no" 0 1.6 0.3 0.6 1
86 "Escaped" "Malus" 2 10 0 6 NA 1 "no" 0 0.6 0 0.1 1
86 "Escaped" "Malus" 3 10 0 5 NA 2 "no" 0 0.5 0 0.2 1
86 "Escaped" "Malus" 4 10 0 5 NA 0 "no" 0 0.5 0 0 0
86 "Escaped" "Malus" 5 10 2 6 2.5 1 "no" 0 0.6 0.2 0.1 1
86 "Escaped" "Malus" 6 8.5 0 4 NA 1 "no" 0 0.470588235294118 0 0.117647058823529 1
86 "Escaped" "Malus" 7 10 0 5 NA 1 "no" 0 0.5 0 0.1 1
86 "Escaped" "Malus" 8 10 1 7 0.5 3 "no" 0 0.7 0.1 0.3 1
86 "Escaped" "Malus" 1 10 0 6 NA 0 "yes" 1 0.6 0 0 0
86 "Escaped" "Malus" 2 10 0 4 NA 0 "yes" 1 0.4 0 0 0
86 "Escaped" "Malus" 3 10 0 6 NA 0 "yes" 1 0.6 0 0 0
86 "Escaped" "Malus" 4 10 0 7 NA 0 "yes" 1 0.7 0 0 0
86 "Escaped" "Malus" 5 10 0 11 NA 0 "yes" 1 1.1 0 0 0
86 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 1 0.7 0 0 0
86 "Escaped" "Malus" 7 10 0 4 NA 0 "yes" 1 0.4 0 0 0
86 "Escaped" "Malus" 8 10 0 4 NA 0 "yes" 1 0.4 0 0 0
87 "Not escaped" "Malus" 1 10 0 5 NA 1 "no" 0 0.5 0 0.1 1
87 "Not escaped" "Malus" 2 10 1 10 0.4 5 "no" 0 1 0.1 0.5 1
87 "Not escaped" "Malus" 3 10 1 12 0.6 2 "no" 0 1.2 0.1 0.2 1
87 "Not escaped" "Malus" 4 10 2 5 0.5 3 "no" 0 0.5 0.2 0.3 1
87 "Not escaped" "Malus" 5 10 2 10 0.7 5 "no" 0 1 0.2 0.5 1
87 "Not escaped" "Malus" 6 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
87 "Not escaped" "Malus" 7 10 0 4 NA 0 "no" 0 0.4 0 0 0
87 "Not escaped" "Malus" 8 10 1 9 0.2 0 "no" 0 0.9 0.1 0 0
88 "Escaped" "Malus" 1 10 3 10 0.5 5 "no" 0 1 0.3 0.5 1
88 "Escaped" "Malus" 2 10 0 12 NA 3 "no" 0 1.2 0 0.3 1
88 "Escaped" "Malus" 3 10 4 6 1 0 "no" 0 0.6 0.4 0 0
88 "Escaped" "Malus" 4 10 0 9 NA 5 "no" 0 0.9 0 0.5 1
88 "Escaped" "Malus" 5 10 6 16 1.4 8 "no" 0 1.6 0.6 0.8 1
88 "Escaped" "Malus" 6 10 1 10 0.9 7 "no" 0 1 0.1 0.7 1
88 "Escaped" "Malus" 7 9 0 12 NA 10 "no" 0 1.33333333333333 0 1.11111111111111 1
88 "Escaped" "Malus" 8 10 0 9 NA 2 "no" 0 0.9 0 0.2 1
88 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 1 0.7 0 0 0
88 "Escaped" "Malus" 2 10 0 5 NA 0 "yes" 1 0.5 0 0 0
88 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 1 0.7 0 0 0
88 "Escaped" "Malus" 4 10 0 5 NA 1 "yes" 1 0.5 0 0.1 1
88 "Escaped" "Malus" 5 10 0 6 NA 0 "yes" 1 0.6 0 0 0
88 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 1 0.5 0 0 0
88 "Escaped" "Malus" 7 10 1 2 0.2 1 "yes" 1 0.2 0.1 0.1 1
88 "Escaped" "Malus" 8 10 0 6 NA 0 "yes" 1 0.6 0 0 0
89 "Not escaped" "Malus" 1 10 0 8 NA 2 "no" 0 0.8 0 0.2 1
89 "Not escaped" "Malus" 2 10 4 8 2 1 "no" 0 0.8 0.4 0.1 1
89 "Not escaped" "Malus" 3 10 0 8 NA 1 "no" 0 0.8 0 0.1 1
89 "Not escaped" "Malus" 4 10 0 5 NA 1 "no" 0 0.5 0 0.1 1
89 "Not escaped" "Malus" 5 8 1 5 1.1 2 "no" 0 0.625 0.125 0.25 1
89 "Not escaped" "Malus" 6 10 0 6 NA 1 "no" 0 0.6 0 0.1 1
89 "Not escaped" "Malus" 7 10 1 8 0.3 2 "no" 0 0.8 0.1 0.2 1
